,player_id,name,team_id,team_name,sub_position,foot,height_in_cm,opponent_team_name,opponent_team,total_points,was_home,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
3734,220.0,Joachim Andersen,8.0,Palace,Centre-Back,right,192.0,Fulham,10.0,6.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.4,0.8,4.0,1.7,1.0,0.06,0.01,0.07,0.59
3735,221.0,Jordan Ayew,8.0,Palace,Centre-Forward,right,182.0,Fulham,10.0,2.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.8,3.9,4.0,1.2,1.0,0.00,0.01,0.01,0.59
3739,225.0,Odsonne Edouard,8.0,Palace,Centre-Forward,right,187.0,Fulham,10.0,2.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.6,2.3,4.0,1.0,1.0,0.00,0.01,0.01,0.59
3740,226.0,Eberechi Eze,8.0,Palace,Attacking Midfield,right,178.0,Fulham,10.0,3.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.4,45.0,19.0,7.9,1.0,0.11,0.34,0.45,0.59
3742,228.0,Marc Guéhi,8.0,Palace,Centre-Back,right,182.0,Fulham,10.0,8.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,18.4,1.0,0.0,1.9,1.0,0.00,0.06,0.06,0.59
3744,230.0,Sam Johnstone,8.0,Palace,Goalkeeper,right,193.0,Fulham,10.0,8.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,30.0,39.0,0.0,0.0,3.9,1.0,0.00,0.00,0.00,0.59
3745,231.0,Jefferson Lerma Solís,8.0,Palace,Defensive Midfield,right,179.0,Fulham,10.0,0.0,True,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3746,232.0,Jean-Philippe Mateta,8.0,Palace,Centre-Forward,right,192.0,Fulham,10.0,1.0,True,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,21.0,2.5,0.0,0.06,0.00,0.06,0.23
3748,234.0,Tyrick Mitchell,8.0,Palace,Left-Back,left,175.0,Fulham,10.0,5.0,True,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,14.8,2.5,0.0,1.7,1.0,0.00,0.01,0.01,0.59
3750,236.0,Michael Olise,8.0,Palace,Right Winger,left,184.0,Fulham,10.0,0.0,True,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3471,661.0,Jack Harrison,9.0,Everton,Right Winger,left,175.0,Brentford,4.0,0.0,False,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3759,245.0,Jarrad Branthwaite,9.0,Everton,Centre-Back,left,195.0,Brentford,4.0,1.0,False,1.0,3.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,21.6,4.8,0.0,2.6,1.0,0.00,0.01,0.01,1.04
3760,246.0,Dominic Calvert-Lewin,9.0,Everton,Centre-Forward,right,189.0,Brentford,4.0,5.0,False,1.0,3.0,6.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.2,0.3,19.0,5.9,0.0,0.61,0.00,0.61,0.54
3763,249.0,Abdoulaye Doucouré,9.0,Everton,Central Midfield,right,183.0,Brentford,4.0,7.0,False,1.0,3.0,6.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.8,19.0,27.0,8.0,1.0,0.12,0.05,0.17,1.04
3764,250.0,James Garner,9.0,Everton,Defensive Midfield,right,182.0,Brentford,4.0,7.0,False,1.0,3.0,6.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,35.8,54.3,7.0,9.7,1.0,0.03,0.30,0.33,1.04
3773,259.0,Dwight McNeil,9.0,Everton,Left Winger,left,183.0,Brentford,4.0,5.0,False,1.0,3.0,6.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.8,26.1,12.0,6.1,1.0,0.10,0.29,0.39,1.04
3774,260.0,Vitalii Mykolenko,9.0,Everton,Left-Back,left,180.0,Brentford,4.0,2.0,False,1.0,3.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.8,3.2,17.0,3.8,1.0,0.15,0.02,0.17,1.04
3775,261.0,Amadou Onana,9.0,Everton,Defensive Midfield,right,195.0,Brentford,4.0,2.0,False,1.0,3.0,6.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.2,6.4,11.0,2.8,1.0,0.14,0.03,0.17,0.91
3777,263.0,Jordan Pickford,9.0,Everton,Goalkeeper,left,185.0,Brentford,4.0,2.0,False,1.0,3.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,12.4,0.0,0.0,1.2,1.0,0.00,0.01,0.01,1.04
3779,265.0,James Tarkowski,9.0,Everton,Centre-Back,right,185.0,Brentford,4.0,14.0,False,1.0,3.0,6.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,62.4,41.9,43.0,14.7,1.0,0.28,0.69,0.97,1.04
2092,688.0,Timothy Castagne,10.0,Fulham,Right-Back,right,185.0,Palace,8.0,6.0,False,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.2,13.3,21.0,5.6,1.0,0.03,0.05,0.08,0.30
3770,256.0,Alex Iwobi,10.0,Fulham,Attacking Midfield,right,183.0,Palace,8.0,1.0,False,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.4,2.0,1.6,0.0,0.00,0.03,0.03,0.12
3781,267.0,Andreas Hoelgebaum Pereira,10.0,Fulham,Attacking Midfield,right,178.0,Palace,8.0,3.0,False,0.0,0.0,6.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,12.3,21.0,4.5,1.0,0.17,0.04,0.21,0.18
3782,268.0,Tom Cairney,10.0,Fulham,Central Midfield,left,185.0,Palace,8.0,0.0,False,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3784,270.0,Bobby De Cordova-Reid,10.0,Fulham,Attacking Midfield,right,170.0,Palace,8.0,3.0,False,0.0,0.0,6.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.6,6.3,0.0,1.5,1.0,0.00,0.18,0.18,0.23
3789,275.0,Bernd Leno,10.0,Fulham,Goalkeeper,right,190.0,Palace,8.0,10.0,False,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,33.0,22.4,0.0,0.0,2.2,1.0,0.00,0.00,0.00,0.30
3793,279.0,Rodrigo Muniz Carvalho,10.0,Fulham,Centre-Forward,right,186.0,Palace,8.0,0.0,False,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3794,280.0,João Palhinha Gonçalves,10.0,Fulham,Defensive Midfield,right,190.0,Palace,8.0,2.0,False,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.2,2.1,1.0,1.4,1.0,0.09,0.01,0.10,0.30
3797,283.0,Antonee Robinson,10.0,Fulham,Left-Back,left,183.0,Palace,8.0,7.0,False,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,22.0,26.7,0.0,4.9,1.0,0.00,0.09,0.09,0.30
3800,286.0,Tosin Adarabioyo,10.0,Fulham,Centre-Back,right,196.0,Palace,8.0,0.0,False,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3802,288.0,Harry Wilson,10.0,Fulham,Right Winger,left,173.0,Palace,8.0,1.0,False,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.4,3.3,6.0,1.6,0.0,0.04,0.02,0.06,0.06
4072,558.0,Raúl Jiménez,10.0,Fulham,Centre-Forward,right,187.0,Palace,8.0,2.0,False,0.0,0.0,6.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,13.5,23.0,3.9,1.0,0.12,0.01,0.13,0.23
4105,591.0,Willian Borges da Silva,10.0,Fulham,Left Winger,right,175.0,Palace,8.0,3.0,False,0.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,4.7,24.0,4.1,1.0,0.14,0.04,0.18,0.30
3804,290.0,Trent Alexander-Arnold,11.0,Liverpool,Right-Back,right,180.0,West Ham,19.0,0.0,True,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3805,291.0,Alisson Ramses Becker,11.0,Liverpool,Goalkeeper,right,193.0,West Ham,19.0,3.0,True,3.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,26.0,0.0,0.0,2.6,1.0,0.00,0.00,0.00,1.11
3807,293.0,Darwin Núñez Ribeiro,11.0,Liverpool,Centre-Forward,right,187.0,West Ham,19.0,6.0,True,3.0,1.0,6.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38.4,5.9,50.0,9.4,1.0,0.89,0.01,0.90,1.09
3808,294.0,Diogo Teixeira da Silva,11.0,Liverpool,Left Winger,right,178.0,West Ham,19.0,6.0,True,3.0,1.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.4,0.6,38.0,7.1,0.0,0.46,0.00,0.46,0.02
3811,297.0,Cody Gakpo,11.0,Liverpool,Left Winger,right,193.0,West Ham,19.0,1.0,True,3.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.4,0.6,26.0,3.0,0.0,0.24,0.00,0.24,0.02
3812,298.0,Joe Gomez,11.0,Liverpool,Centre-Back,right,188.0,West Ham,19.0,2.0,True,3.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.8,14.8,2.0,3.5,1.0,0.00,0.03,0.03,1.11
3816,302.0,Ibrahima Konaté,11.0,Liverpool,Centre-Back,right,194.0,West Ham,19.0,0.0,True,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3817,303.0,Luis Díaz,11.0,Liverpool,Left Winger,right,180.0,West Ham,19.0,2.0,True,3.0,1.0,6.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.6,22.9,9.0,3.6,1.0,0.01,0.11,0.12,1.09
3818,304.0,Alexis Mac Allister,11.0,Liverpool,Central Midfield,right,176.0,West Ham,19.0,6.0,True,3.0,1.0,6.0,87.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,27.4,34.2,1.0,6.3,1.0,0.03,0.39,0.42,1.09
3822,308.0,Mohamed Salah,11.0,Liverpool,Right Winger,left,175.0,West Ham,19.0,10.0,True,3.0,1.0,6.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,42.6,28.8,51.0,12.2,1.0,1.01,0.27,1.28,1.11
3823,309.0,Dominik Szoboszlai,11.0,Liverpool,Central Midfield,right,187.0,West Ham,19.0,2.0,True,3.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.4,56.8,7.0,8.1,1.0,0.08,0.36,0.44,1.11
3827,313.0,Virgil van Dijk,11.0,Liverpool,Centre-Back,right,193.0,West Ham,19.0,7.0,True,3.0,1.0,6.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,45.2,21.6,19.0,8.6,1.0,0.28,0.08,0.36,1.11
3132,321.0,Alfie Doughty,12.0,Luton,Left Midfield,left,183.0,Wolves,20.0,3.0,True,1.0,1.0,6.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,13.4,77.4,22.0,11.3,1.0,0.08,0.29,0.37,0.59
3137,326.0,Carlton Morris,12.0,Luton,Centre-Forward,right,185.0,Wolves,20.0,9.0,True,1.0,1.0,6.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,38.2,12.3,61.0,11.2,1.0,1.04,0.08,1.12,0.59
3139,328.0,Chiedozie Ogbene,12.0,Luton,Right Winger,right,181.0,Wolves,20.0,2.0,True,1.0,1.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,43.6,17.0,7.2,1.0,0.04,0.42,0.46,0.59
3440,630.0,Ross Barkley,12.0,Luton,Central Midfield,right,189.0,Wolves,20.0,0.0,True,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
2785,678.0,Jérémy Doku,13.0,City,Left Winger,right,173.0,Forest,16.0,1.0,True,2.0,0.0,6.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.6,14.8,4.0,2.5,1.0,0.00,0.30,0.30,0.25
3855,341.0,Manuel Akanji,13.0,City,Centre-Back,right,188.0,Forest,16.0,5.0,True,2.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,15.0,5.3,0.0,2.0,1.0,0.00,0.03,0.03,1.03
3856,342.0,Nathan Aké,13.0,City,Centre-Back,left,180.0,Forest,16.0,1.0,True,2.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.2,10.5,2.0,1.5,0.0,0.00,0.20,0.20,0.77
3857,343.0,Julián Álvarez,13.0,City,Second Striker,right,170.0,Forest,16.0,1.0,True,2.0,0.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.1,23.0,3.7,1.0,0.55,0.02,0.57,0.25
3858,344.0,Bernardo Veiga de Carvalho e Silva,13.0,City,Attacking Midfield,left,173.0,Forest,16.0,0.0,True,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3864,350.0,Rúben Gato Alves Dias,13.0,City,Centre-Back,right,187.0,Forest,16.0,6.0,True,2.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.2,2.3,0.0,2.5,1.0,0.00,0.02,0.02,1.03
3866,352.0,Ederson Santana de Moraes,13.0,City,Goalkeeper,left,188.0,Forest,16.0,6.0,True,2.0,0.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,23.0,23.2,0.0,0.0,2.3,1.0,0.00,0.00,0.00,1.03
3867,353.0,Phil Foden,13.0,City,Right Winger,left,171.0,Forest,16.0,11.0,True,2.0,0.0,6.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,47.2,21.3,19.0,8.8,1.0,0.10,0.04,0.14,0.95
3869,355.0,Erling Haaland,13.0,City,Centre-Forward,left,195.0,Forest,16.0,6.0,True,2.0,0.0,6.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.4,3.3,23.0,5.9,1.0,0.69,0.01,0.70,1.03
3879,365.0,Rodrigo Hernandez,13.0,City,Defensive Midfield,right,191.0,Forest,16.0,-2.0,True,2.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2,14.1,2.0,1.7,1.0,0.00,0.24,0.24,1.92
3883,369.0,Kyle Walker,13.0,City,Right-Back,right,178.0,Forest,16.0,11.0,True,2.0,0.0,6.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,18.8,18.2,2.0,3.9,1.0,0.00,0.08,0.08,1.03
3887,373.0,Bruno Borges Fernandes,14.0,Man Utd,Attacking Midfield,right,179.0,Burnley,6.0,10.0,False,0.0,1.0,6.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,50.8,30.4,55.0,13.6,1.0,0.32,0.21,0.53,1.12
3891,377.0,Diogo Dalot Teixeira,14.0,Man Utd,Right-Back,right,183.0,Burnley,6.0,6.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,16.8,29.8,2.0,4.9,1.0,0.00,0.09,0.09,1.12
3896,382.0,Alejandro Garnacho,14.0,Man Utd,Left Winger,right,180.0,Burnley,6.0,0.0,False,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3900,386.0,Victor Lindelöf,14.0,Man Utd,Centre-Back,right,187.0,Burnley,6.0,6.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.6,5.3,0.0,1.1,1.0,0.00,0.01,0.01,1.12
3901,387.0,Harry Maguire,14.0,Man Utd,Centre-Back,right,194.0,Burnley,6.0,0.0,False,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
3906,392.0,Scott McTominay,14.0,Man Utd,Defensive Midfield,right,191.0,Burnley,6.0,3.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.8,1.3,11.0,2.2,1.0,0.04,0.01,0.05,1.12
3910,396.0,Marcus Rashford,14.0,Man Utd,Left Winger,right,185.0,Burnley,6.0,3.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.6,24.2,19.0,5.2,1.0,0.33,0.08,0.41,1.12
4111,597.0,André Onana,14.0,Man Utd,Goalkeeper,right,190.0,Burnley,6.0,7.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,28.0,32.2,0.0,0.0,3.2,1.0,0.00,0.00,0.00,1.12
4130,617.0,Rasmus Højlund,14.0,Man Utd,Centre-Forward,left,191.0,Burnley,6.0,2.0,False,0.0,1.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,11.0,1.9,1.0,0.19,0.01,0.20,1.12
3916,402.0,Miguel Almirón Rejala,15.0,Newcastle,Right Winger,left,174.0,Sheffield,17.0,8.0,False,0.0,8.0,6.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.8,3.8,23.0,6.3,1.0,0.38,0.03,0.41,0.73
3919,405.0,Sven Botman,15.0,Newcastle,Centre-Back,left,195.0,Sheffield,17.0,12.0,False,0.0,8.0,6.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.6,0.3,17.0,6.6,1.0,0.05,0.01,0.06,0.94
3920,406.0,Bruno Guimarães Rodriguez Moura,15.0,Newcastle,Defensive Midfield,right,182.0,Sheffield,17.0,13.0,False,0.0,8.0,6.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,65.4,54.3,19.0,13.9,1.0,0.29,0.27,0.56,0.84
3921,407.0,Dan Burn,15.0,Newcastle,Left-Back,left,201.0,Sheffield,17.0,12.0,False,0.0,8.0,6.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,50.6,5.7,43.0,9.9,1.0,0.35,0.05,0.40,0.94
3926,412.0,Anthony Gordon,15.0,Newcastle,Left Winger,right,182.0,Sheffield,17.0,12.0,False,0.0,8.0,6.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,69.2,34.3,60.0,16.4,0.0,0.61,0.43,1.04,0.84
3929,415.0,Alexander Isak,15.0,Newcastle,Centre-Forward,right,192.0,Sheffield,17.0,5.0,False,0.0,8.0,6.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.8,0.8,25.0,6.3,0.0,0.61,0.02,0.63,0.21
3935,421.0,Sean Longstaff,15.0,Newcastle,Central Midfield,right,187.0,Sheffield,17.0,11.0,False,0.0,8.0,6.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,39.4,6.3,26.0,7.2,1.0,0.37,0.04,0.41,0.94
3938,424.0,Nick Pope,15.0,Newcastle,Goalkeeper,right,198.0,Sheffield,17.0,6.0,False,0.0,8.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,7.2,0.0,0.0,0.7,1.0,0.00,0.00,0.00,0.94
3941,427.0,Fabian Schär,15.0,Newcastle,Centre-Back,right,186.0,Sheffield,17.0,6.0,False,0.0,8.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.6,4.3,8.0,2.6,1.0,0.02,0.01,0.03,0.94
3944,430.0,Kieran Trippier,15.0,Newcastle,Right-Back,right,173.0,Sheffield,17.0,18.0,False,0.0,8.0,6.0,69.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,67.0,69.6,65.1,2.0,13.7,1.0,0.00,0.68,0.68,0.73
3947,433.0,Callum Wilson,15.0,Newcastle,Centre-Forward,right,180.0,Sheffield,17.0,6.0,False,0.0,8.0,6.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,43.2,3.0,101.0,14.7,1.0,1.17,0.01,1.18,0.73
3719,205.0,Callum Hudson-Odoi,16.0,Forest,Left Winger,right,178.0,City,13.0,1.0,False,2.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,4.4,2.0,0.8,0.0,0.00,0.07,0.07,0.55
3892,378.0,Anthony Elanga,16.0,Forest,Left Winger,right,178.0,City,13.0,1.0,False,2.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,13.6,40.0,6.3,0.0,0.07,0.04,0.11,0.55
3951,437.0,Taiwo Awoniyi,16.0,Forest,Centre-Forward,right,183.0,City,13.0,1.0,False,2.0,0.0,6.0,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,10.6,10.0,2.3,1.0,0.49,0.03,0.52,0.78
3961,447.0,Morgan Gibbs-White,16.0,Forest,Attacking Midfield,right,178.0,City,13.0,1.0,False,2.0,0.0,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.2,14.5,19.0,3.7,1.0,0.26,0.08,0.34,1.33
3982,468.0,Chris Wood,16.0,Forest,Centre-Forward,right,191.0,City,13.0,1.0,False,2.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,11.5,4.0,1.7,0.0,0.00,0.01,0.01,0.55
3473,663.0,Gustavo Hamer,17.0,Sheffield,Defensive Midfield,right,169.0,Newcastle,15.0,2.0,True,0.0,8.0,6.0,65.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.8,9.0,2.2,1.0,0.10,0.00,0.10,2.45
3547,33.0,Cameron Archer,17.0,Sheffield,Centre-Forward,right,175.0,Newcastle,15.0,2.0,True,0.0,8.0,6.0,90.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8,12.0,4.0,1.9,1.0,0.00,0.02,0.02,3.94
3874,360.0,James McAtee,17.0,Sheffield,Central Midfield,left,180.0,Newcastle,15.0,2.0,True,0.0,8.0,6.0,74.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,25.4,4.0,3.6,1.0,0.00,0.07,0.07,3.07
3996,482.0,Wes Foderingham,17.0,Sheffield,Goalkeeper,left,185.0,Newcastle,15.0,0.0,True,0.0,8.0,6.0,90.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,56.0,0.0,0.0,5.6,1.0,0.00,0.00,0.00,3.94
